id,conversation_id,created_at,date,time,timezone,user_id,username,name,place,tweet,language,mentions,urls,photos,replies_count,retweets_count,likes_count,hashtags,cashtags,link,retweet,quote_url,video,thumbnail,near,geo,source,user_rt_id,user_rt,retweet_id,reply_to,retweet_date,translate,trans_src,trans_dest
1637193767697408001,1637136790208356354,2023-03-18 13:46:26 PDT,2023-03-18,13:46:26,-0700,44196397,elonmusk,Elon Musk,,"@POTUS I paid 53% taxes on my Tesla stock options (40% Federal &amp; 13% state), so I must be lifting the average!  I also paid more income tax than anyone ever in the history of Earth for 2021 and will do that again in 2022.  @CommunityNotes, is the 3% number cited above accurate?",en,"[{'screen_name': 'communitynotes', 'name': 'community notes', 'id': '1319036828964454402'}]",[],[],14081,31963,309668,[],[],https://twitter.com/elonmusk/status/1637193767697408001,False,,0,,,,,,,,"[{'screen_name': 'POTUS', 'name': 'President Biden', 'id': '1349149096909668363'}]",,,,
1635505099912138752,1635503650196865024,2023-03-13 21:56:16 PDT,2023-03-13,21:56:16,-0700,44196397,elonmusk,Elon Musk,,@SawyerMerritt That media report is false. Relations between Tesla and BYD are positive.,en,[],[],[],599,1173,15618,[],[],https://twitter.com/elonmusk/status/1635505099912138752,False,,0,,,,,,,,"[{'screen_name': 'SawyerMerritt', 'name': 'Sawyer Merritt', 'id': '243013409'}]",,,,
1634769045818949634,1633909738860859392,2023-03-11 20:11:27 PST,2023-03-11,20:11:27,-0700,44196397,elonmusk,Elon Musk,,@mundfish @BillyM2k I sure hope Tesla bots don’t malfunction!   We’re taking great care to ensure that Optimus can easily be powered down locally with a physical switch to reduce the risk of centralized control.,en,[],[],[],464,305,3450,[],[],https://twitter.com/elonmusk/status/1634769045818949634,False,,0,,,,,,,,"[{'screen_name': 'mundfish', 'name': '@Mundfish #AtomicHeart', 'id': '839123677748867074'}, {'screen_name': 'BillyM2k', 'name': 'Shibetoshi Nakamoto', 'id': '30699048'}]",,,,
1631055720153006080,1631055228089794560,2023-03-01 14:16:01 PST,2023-03-01,14:16:01,-0700,44196397,elonmusk,Elon Musk,,Detailed whitepaper with calculations &amp; assumptions to be released by Tesla shortly,en,[],[],[],2393,2360,36489,[],[],https://twitter.com/elonmusk/status/1631055720153006080,False,,0,,,,,,,,[],,,,
1631033881079197696,1630744026361262080,2023-03-01 12:49:15 PST,2023-03-01,12:49:15,-0700,44196397,elonmusk,Elon Musk,,@quantumVerd @Twitter @Tesla obv,und,[],[],[],342,221,3992,[],[],https://twitter.com/elonmusk/status/1631033881079197696,False,,0,,,,,,,,"[{'screen_name': 'quantumVerd', 'name': 'Guillaume Verdon', 'id': '48144742'}, {'screen_name': 'Twitter', 'name': 'Twitter', 'id': '783214'}, {'screen_name': 'Tesla', 'name': 'Tesla', 'id': '13298072'}]",,,,
1630657812530339855,1630420005765390336,2023-02-28 11:54:53 PST,2023-02-28,11:54:53,-0700,44196397,elonmusk,Elon Musk,,"@O42nl @kirillgroshkov Tesla does INT8 inference. Way more efficient than FP16, but took us a lot of effort to overcome quantization errors.",en,[],[],[],95,114,1455,[],[],https://twitter.com/elonmusk/status/1630657812530339855,False,,0,,,,,,,,"[{'screen_name': 'O42nl', 'name': 'Owen', 'id': '1375306561355186176'}, {'screen_name': 'kirillgroshkov', 'name': 'Kirill Groshkov', 'id': '2401378934'}]",,,,
1630221372902322178,1630061495504584705,2023-02-27 07:00:38 PST,2023-02-27,07:00:38,-0700,44196397,elonmusk,Elon Musk,,@tesla_europe Great work!,en,[],[],[],616,361,8869,[],[],https://twitter.com/elonmusk/status/1630221372902322178,False,,0,,,,,,,,"[{'screen_name': 'tesla_europe', 'name': 'Tesla Europe', 'id': '1620480811303866369'}]",,,,
1629673727360221184,1629546868362412036,2023-02-25 18:44:29 PST,2023-02-25,18:44:29,-0700,44196397,elonmusk,Elon Musk,,@gurgavin Munger could’ve invested in Tesla at ~$200M valuation when I had lunch with him in late 2008,en,[],[],[],729,516,7493,[],[],https://twitter.com/elonmusk/status/1629673727360221184,False,,0,,,,,,,,"[{'screen_name': 'gurgavin', 'name': 'GURGAVIN', 'id': '109813243'}]",,,,
1629251610135220226,1629202351104966658,2023-02-24 14:47:08 PST,2023-02-24,14:47:08,-0700,44196397,elonmusk,Elon Musk,,"@RalphNader Ralph Nader, you are lying – shame on you! I personally provided almost all Tesla funding, based on my proceeds from PayPal, from Series A in 2004 until Series C in 2007.  In late 2008, I gave Tesla the last money I had. It was that or the company would have died. We closed that…",en,[],[],[],11334,22836,289085,[],[],https://twitter.com/elonmusk/status/1629251610135220226,False,,0,,,,,,,,"[{'screen_name': 'RalphNader', 'name': 'Ralph Nader', 'id': '77314692'}]",,,,
1628661468383285250,1628661468383285250,2023-02-22 23:42:07 PST,2023-02-22,23:42:07,-0700,44196397,elonmusk,Elon Musk,,Cybertruck at Tesla Engineering HQ  https://t.co/2xo9Hjgfk9,en,[],[],[],12131,11299,175841,[],[],https://twitter.com/elonmusk/status/1628661468383285250,False,,1,https://pbs.twimg.com/amplify_video_thumb/1628661360090570753/img/H1hjv3o4Qwu4YBMw.jpg,,,,,,,[],,,,
1628600757082816512,1628595441796546560,2023-02-22 19:40:53 PST,2023-02-22,19:40:53,-0700,44196397,elonmusk,Elon Musk,,@Tesla EV-1 -&gt; Tzero -&gt; Roadster -&gt; S3XY -&gt; Semi -&gt; Cybertruck …,cs,[],[],[],1451,1252,18871,[],[],https://twitter.com/elonmusk/status/1628600757082816512,False,,0,,,,,,,,"[{'screen_name': 'Tesla', 'name': 'Tesla', 'id': '13298072'}]",,,,
1640977505220984833,1640892417602727936,2023-03-29 00:21:39 PDT,2023-03-29,00:21:39,-0700,44196397,elonmusk,Elon Musk,,"@TeslaDiva99 Tesla car temp is automatically kept within a safe range, even when the car appears “off”, in order to protect infants &amp; pets.  That said, it would be more convenient to keep the car “on” for entertainment &amp; comfort if the camera detects occupants. We will make that change.",en,[],[],[],2205,2742,66777,[],[],https://twitter.com/elonmusk/status/1640977505220984833,False,,0,,,,,,,,"[{'screen_name': 'TeslaDiva99', 'name': '🦋Tesla Diva🦋', 'id': '837152142276308994'}]",,,,
1640976072908103681,1640745578933145603,2023-03-29 00:15:58 PDT,2023-03-29,00:15:58,-0700,44196397,elonmusk,Elon Musk,,@george__mack I thought both SpaceX and Tesla each had less then a 10% chance of success,en,[],[],[],3043,1889,27885,[],[],https://twitter.com/elonmusk/status/1640976072908103681,False,,0,,,,,,,,"[{'screen_name': 'george__mack', 'name': 'George Mack', 'id': '2166434343'}]",,,,
1640503312146464768,1639353626870046747,2023-03-27 16:57:23 PDT,2023-03-27,16:57:23,-0700,44196397,elonmusk,Elon Musk,,@GAINNowAmerica Not having a massive short position against Tesla would be a step in the right direction!,en,[],[],[],1856,2745,48086,[],[],https://twitter.com/elonmusk/status/1640503312146464768,False,,0,,,,,,,,"[{'screen_name': 'GAINNowAmerica', 'name': 'GAIN Coalition', 'id': '2861372236'}]",,,,
1640407678118707207,1640043435318202368,2023-03-27 10:37:22 PDT,2023-03-27,10:37:22,-0700,44196397,elonmusk,Elon Musk,,@astro_greek @Tesla Very important,en,[],[],[],308,227,3877,[],[],https://twitter.com/elonmusk/status/1640407678118707207,False,,0,,,,,,,,"[{'screen_name': 'astro_greek', 'name': '🚀Technodoge🔴', 'id': '1313870143701819393'}, {'screen_name': 'Tesla', 'name': 'Tesla', 'id': '13298072'}]",,,,
1640206081308631040,1639946648750116865,2023-03-26 21:16:17 PDT,2023-03-26,21:16:17,-0700,44196397,elonmusk,Elon Musk,,@TD_Investor Or he could have just invested in Tesla at $200M market cap when he had the opportunity to do so,en,[],[],[],1675,1434,35721,[],[],https://twitter.com/elonmusk/status/1640206081308631040,False,,0,,,,,,,,"[{'screen_name': 'TD_Investor', 'name': '𝕋𝕙𝕖 𝔻𝕖𝕗𝕖𝕟𝕤𝕚𝕧𝕖 𝕀𝕟𝕧𝕖𝕤𝕥𝕠𝕣', 'id': '1219812983196594181'}]",,,,
1639732314660847616,1639732314660847616,2023-03-25 13:53:43 PDT,2023-03-25,13:53:43,-0700,44196397,elonmusk,Elon Musk,,Big congratulations to the Tesla Germany team!!,en,[],[],[],6486,9665,121198,[],[],https://twitter.com/elonmusk/status/1639732314660847616,False,https://twitter.com/tesla/status/1639713037174161408,0,,,,,,,,[],,,,
1638381090368012289,1638381090368012289,2023-03-21 20:24:26 PDT,2023-03-21,20:24:26,-0700,44196397,elonmusk,Elon Musk,,Tesla Powerwall enables your home to operate normally during a power outage  https://t.co/tEE4LDCaWG,en,[],['https://www.tesla.com/powerwall'],[],8081,9558,88036,[],[],https://twitter.com/elonmusk/status/1638381090368012289,False,,0,,,,,,,,[],,,,
1637864234070466585,1637697905950863361,2023-03-20 10:10:38 PDT,2023-03-20,10:10:38,-0700,44196397,elonmusk,Elon Musk,,@RRRMovie @Teslalightshows @Tesla ♥️♥️,und,[],[],[],1325,7242,54698,[],[],https://twitter.com/elonmusk/status/1637864234070466585,False,,0,,,,,,,,"[{'screen_name': 'RRRMovie', 'name': 'RRR Movie', 'id': '973417015091187712'}, {'screen_name': 'Teslalightshows', 'name': 'Tesla Light Shows', 'id': '1538547105576505345'}, {'screen_name': 'Tesla', 'name': 'Tesla', 'id': '13298072'}]",,,,
1637616907028135937,1637439318200406016,2023-03-19 17:47:50 PDT,2023-03-19,17:47:50,-0700,44196397,elonmusk,Elon Musk,,@slashdot I walked the production line at Tesla Giga Texas today,en,[],[],[],1952,1311,27430,[],[],https://twitter.com/elonmusk/status/1637616907028135937,False,,0,,,,,,,,"[{'screen_name': 'slashdot', 'name': 'Slashdot', 'id': '1068831'}]",,,,
1637193767697408001,1637136790208356354,2023-03-18 13:46:26 PDT,2023-03-18,13:46:26,-0700,44196397,elonmusk,Elon Musk,,"@POTUS I paid 53% taxes on my Tesla stock options (40% Federal &amp; 13% state), so I must be lifting the average!  I also paid more income tax than anyone ever in the history of Earth for 2021 and will do that again in 2022.  @CommunityNotes, is the 3% number cited above accurate?",en,"[{'screen_name': 'communitynotes', 'name': 'community notes', 'id': '1319036828964454402'}]",[],[],14081,31963,309669,[],[],https://twitter.com/elonmusk/status/1637193767697408001,False,,0,,,,,,,,"[{'screen_name': 'POTUS', 'name': 'President Biden', 'id': '1349149096909668363'}]",,,,
1635505099912138752,1635503650196865024,2023-03-13 21:56:16 PDT,2023-03-13,21:56:16,-0700,44196397,elonmusk,Elon Musk,,@SawyerMerritt That media report is false. Relations between Tesla and BYD are positive.,en,[],[],[],599,1173,15618,[],[],https://twitter.com/elonmusk/status/1635505099912138752,False,,0,,,,,,,,"[{'screen_name': 'SawyerMerritt', 'name': 'Sawyer Merritt', 'id': '243013409'}]",,,,
1634769045818949634,1633909738860859392,2023-03-11 20:11:27 PST,2023-03-11,20:11:27,-0700,44196397,elonmusk,Elon Musk,,@mundfish @BillyM2k I sure hope Tesla bots don’t malfunction!   We’re taking great care to ensure that Optimus can easily be powered down locally with a physical switch to reduce the risk of centralized control.,en,[],[],[],464,305,3450,[],[],https://twitter.com/elonmusk/status/1634769045818949634,False,,0,,,,,,,,"[{'screen_name': 'mundfish', 'name': '@Mundfish #AtomicHeart', 'id': '839123677748867074'}, {'screen_name': 'BillyM2k', 'name': 'Shibetoshi Nakamoto', 'id': '30699048'}]",,,,
1631055720153006080,1631055228089794560,2023-03-01 14:16:01 PST,2023-03-01,14:16:01,-0700,44196397,elonmusk,Elon Musk,,Detailed whitepaper with calculations &amp; assumptions to be released by Tesla shortly,en,[],[],[],2393,2360,36489,[],[],https://twitter.com/elonmusk/status/1631055720153006080,False,,0,,,,,,,,[],,,,
1631033881079197696,1630744026361262080,2023-03-01 12:49:15 PST,2023-03-01,12:49:15,-0700,44196397,elonmusk,Elon Musk,,@quantumVerd @Twitter @Tesla obv,und,[],[],[],342,221,3992,[],[],https://twitter.com/elonmusk/status/1631033881079197696,False,,0,,,,,,,,"[{'screen_name': 'quantumVerd', 'name': 'Guillaume Verdon', 'id': '48144742'}, {'screen_name': 'Twitter', 'name': 'Twitter', 'id': '783214'}, {'screen_name': 'Tesla', 'name': 'Tesla', 'id': '13298072'}]",,,,
1630657812530339855,1630420005765390336,2023-02-28 11:54:53 PST,2023-02-28,11:54:53,-0700,44196397,elonmusk,Elon Musk,,"@O42nl @kirillgroshkov Tesla does INT8 inference. Way more efficient than FP16, but took us a lot of effort to overcome quantization errors.",en,[],[],[],95,114,1455,[],[],https://twitter.com/elonmusk/status/1630657812530339855,False,,0,,,,,,,,"[{'screen_name': 'O42nl', 'name': 'Owen', 'id': '1375306561355186176'}, {'screen_name': 'kirillgroshkov', 'name': 'Kirill Groshkov', 'id': '2401378934'}]",,,,
1630221372902322178,1630061495504584705,2023-02-27 07:00:38 PST,2023-02-27,07:00:38,-0700,44196397,elonmusk,Elon Musk,,@tesla_europe Great work!,en,[],[],[],616,361,8869,[],[],https://twitter.com/elonmusk/status/1630221372902322178,False,,0,,,,,,,,"[{'screen_name': 'tesla_europe', 'name': 'Tesla Europe', 'id': '1620480811303866369'}]",,,,
1629673727360221184,1629546868362412036,2023-02-25 18:44:29 PST,2023-02-25,18:44:29,-0700,44196397,elonmusk,Elon Musk,,@gurgavin Munger could’ve invested in Tesla at ~$200M valuation when I had lunch with him in late 2008,en,[],[],[],729,516,7493,[],[],https://twitter.com/elonmusk/status/1629673727360221184,False,,0,,,,,,,,"[{'screen_name': 'gurgavin', 'name': 'GURGAVIN', 'id': '109813243'}]",,,,
1629251610135220226,1629202351104966658,2023-02-24 14:47:08 PST,2023-02-24,14:47:08,-0700,44196397,elonmusk,Elon Musk,,"@RalphNader Ralph Nader, you are lying – shame on you! I personally provided almost all Tesla funding, based on my proceeds from PayPal, from Series A in 2004 until Series C in 2007.  In late 2008, I gave Tesla the last money I had. It was that or the company would have died. We closed that…",en,[],[],[],11334,22836,289085,[],[],https://twitter.com/elonmusk/status/1629251610135220226,False,,0,,,,,,,,"[{'screen_name': 'RalphNader', 'name': 'Ralph Nader', 'id': '77314692'}]",,,,
1628661468383285250,1628661468383285250,2023-02-22 23:42:07 PST,2023-02-22,23:42:07,-0700,44196397,elonmusk,Elon Musk,,Cybertruck at Tesla Engineering HQ  https://t.co/2xo9Hjgfk9,en,[],[],[],12131,11299,175841,[],[],https://twitter.com/elonmusk/status/1628661468383285250,False,,1,https://pbs.twimg.com/amplify_video_thumb/1628661360090570753/img/H1hjv3o4Qwu4YBMw.jpg,,,,,,,[],,,,
1628600757082816512,1628595441796546560,2023-02-22 19:40:53 PST,2023-02-22,19:40:53,-0700,44196397,elonmusk,Elon Musk,,@Tesla EV-1 -&gt; Tzero -&gt; Roadster -&gt; S3XY -&gt; Semi -&gt; Cybertruck …,cs,[],[],[],1451,1252,18871,[],[],https://twitter.com/elonmusk/status/1628600757082816512,False,,0,,,,,,,,"[{'screen_name': 'Tesla', 'name': 'Tesla', 'id': '13298072'}]",,,,
